Method,Number of parameters,FPS,Mean AP-9,Car,Ped,Cyc,KITTI mAP@Moderate
gaussian_visibility_a0_seed42_batch16,593075,103.86962670244394,72.93640628729808,83.43901625232557,65.4855629651826,69.88463964438606,72.3145957432469
